image_name,class_id,class_name,User_1_alignment,User_1_artifact,User_2_alignment,User_2_artifact,User_3_alignment,User_3_artifact,alignment_mean,artifact_mean,alignment_zscore,artifact_zscore,alignment_additive,artifact_additive
000459.png,443,bib,4.44,3.0,4.44,4.0,3.89,5.0,4.26,4.0,4.27,3.9,4.26,4.0
000460.png,446,binder,3.12,3.0,2.5,4.0,2.78,4.0,2.8,3.67,2.78,3.61,2.8,3.67
000461.png,446,binder,5.0,4.0,5.0,5.0,1.67,5.0,3.89,4.67,3.9,4.64,3.89,4.67
000462.png,446,binder,3.89,3.0,1.67,3.0,3.89,4.0,3.15,3.33,3.17,3.26,3.15,3.33
000463.png,446,binder,2.86,5.0,5.0,5.0,3.89,5.0,3.92,5.0,3.87,5.03,3.92,5.0
000464.png,446,binder,0.0,1.0,1.88,3.0,0.0,0.0,0.63,1.33,0.47,1.35,0.63,1.33
000465.png,446,binder,3.89,5.0,3.89,4.0,2.22,4.0,3.33,4.33,3.32,4.39,3.33,4.33
000466.png,446,binder,4.29,5.0,5.0,5.0,3.89,5.0,4.39,5.0,4.4,5.03,4.39,5.0
000467.png,446,binder,1.67,4.0,0.0,1.0,3.89,3.0,1.85,2.67,1.81,2.65,1.85,2.67
000468.png,446,binder,0.0,3.0,0.0,2.0,1.67,3.0,0.56,2.67,0.43,2.62,0.56,2.67
000469.png,446,binder,3.75,5.0,4.38,5.0,2.22,4.0,3.45,4.67,3.43,4.74,3.45,4.67
000470.png,453,bookcase,3.33,4.0,3.12,4.0,3.33,4.0,3.26,4.0,3.24,4.0,3.26,4.0
000471.png,453,bookcase,3.89,3.0,3.33,4.0,2.78,5.0,3.33,4.0,3.33,3.9,3.33,4.0
000472.png,453,bookcase,3.89,3.0,4.29,5.0,1.67,5.0,3.28,4.33,3.26,4.25,3.28,4.33
000473.png,453,bookcase,2.22,4.0,2.78,5.0,3.33,5.0,2.78,4.67,2.72,4.64,2.78,4.67
000474.png,453,bookcase,3.89,3.0,3.33,3.0,3.89,3.0,3.7,3.0,3.71,2.97,3.7,3.0
000475.png,453,bookcase,2.78,5.0,4.17,5.0,1.67,4.0,2.87,4.67,2.81,4.74,2.87,4.67
000476.png,453,bookcase,3.89,3.0,3.75,3.0,2.78,4.0,3.47,3.33,3.47,3.26,3.47,3.33
000477.png,453,bookcase,3.33,5.0,4.29,5.0,2.78,4.0,3.47,4.67,3.43,4.74,3.47,4.67
000478.png,453,bookcase,3.33,5.0,4.29,5.0,2.78,5.0,3.47,5.0,3.43,5.03,3.47,5.0
000479.png,453,bookcase,3.33,5.0,3.57,5.0,2.22,4.0,3.04,4.67,3.01,4.74,3.04,4.67
000480.png,461,breastplate,5.0,4.0,3.89,3.0,4.44,4.0,4.44,3.67,4.49,3.64,4.44,3.67
000481.png,461,breastplate,5.0,5.0,5.0,5.0,3.75,4.0,4.58,4.67,4.61,4.74,4.58,4.67
000482.png,461,breastplate,5.0,5.0,4.44,5.0,5.0,5.0,4.81,5.0,4.86,5.03,4.81,5.0
000483.png,461,breastplate,0.0,3.0,1.11,1.0,0.0,4.0,0.37,2.67,0.22,2.54,0.37,2.67
000484.png,461,breastplate,3.89,5.0,2.78,4.0,3.89,5.0,3.52,4.67,3.53,4.67,3.52,4.67
000485.png,461,breastplate,4.29,5.0,3.33,5.0,3.89,4.0,3.84,4.67,3.86,4.74,3.84,4.67
000486.png,461,breastplate,0.0,3.0,0.0,2.0,3.89,4.0,1.3,3.0,1.19,2.9,1.3,3.0
000487.png,461,breastplate,2.78,5.0,2.78,4.0,2.22,5.0,2.59,4.67,2.55,4.67,2.59,4.67
000488.png,461,breastplate,2.78,3.0,2.22,3.0,3.33,4.0,2.78,3.33,2.75,3.26,2.78,3.33
000489.png,461,breastplate,2.78,5.0,2.78,5.0,2.78,5.0,2.78,5.0,2.74,5.03,2.78,5.0
000490.png,477,carpenter's kit,0.0,3.0,2.22,3.0,3.89,5.0,2.04,3.67,1.91,3.54,2.04,3.67
000491.png,477,carpenter's kit,0.0,5.0,5.0,5.0,0.56,5.0,1.85,5.0,1.67,5.03,1.85,5.0
000492.png,477,carpenter's kit,3.33,4.0,5.0,5.0,0.56,4.0,2.96,4.33,2.9,4.36,2.96,4.33
000493.png,477,carpenter's kit,3.75,3.0,3.89,4.0,2.78,5.0,3.47,4.0,3.46,3.9,3.47,4.0
000494.png,477,carpenter's kit,4.38,3.0,5.0,4.0,4.44,5.0,4.61,4.0,4.62,3.9,4.61,4.0
000495.png,477,carpenter's kit,4.38,3.0,4.44,3.0,4.44,4.0,4.42,3.33,4.44,3.26,4.42,3.33
000496.png,477,carpenter's kit,4.38,4.0,3.33,4.0,4.44,4.0,4.05,4.0,4.08,4.0,4.05,4.0
000497.png,477,carpenter's kit,3.57,4.0,2.78,3.0,3.89,4.0,3.41,3.67,3.41,3.64,3.41,3.67
000498.png,477,carpenter's kit,4.38,4.0,3.89,4.0,5.0,5.0,4.42,4.33,4.45,4.28,4.42,4.33
000499.png,477,carpenter's kit,3.12,4.0,4.44,5.0,4.44,4.0,4.0,4.33,3.97,4.36,4.0,4.33
000500.png,479,car wheel,3.89,4.0,5.0,5.0,3.33,5.0,4.07,4.67,4.06,4.64,4.07,4.67
000501.png,479,car wheel,4.44,4.0,3.75,4.0,4.44,5.0,4.21,4.33,4.24,4.28,4.21,4.33
000502.png,479,car wheel,2.78,4.0,3.12,4.0,2.78,4.0,2.89,4.0,2.85,4.0,2.89,4.0
000503.png,479,car wheel,4.44,3.0,4.38,3.0,4.44,5.0,4.42,3.67,4.44,3.54,4.42,3.67
000504.png,479,car wheel,3.89,3.0,3.12,3.0,3.33,5.0,3.45,3.67,3.45,3.54,3.45,3.67
000505.png,479,car wheel,3.12,4.0,2.5,4.0,1.67,5.0,2.43,4.33,2.4,4.28,2.43,4.33
000506.png,479,car wheel,4.44,3.0,4.38,3.0,3.89,5.0,4.24,3.67,4.25,3.54,4.24,3.67
000507.png,479,car wheel,3.89,3.0,4.38,3.0,3.33,5.0,3.87,3.67,3.86,3.54,3.87,3.67
000508.png,479,car wheel,2.78,4.0,3.12,3.0,2.78,4.0,2.89,3.67,2.85,3.64,2.89,3.67
000509.png,479,car wheel,4.44,4.0,5.0,5.0,4.44,5.0,4.63,4.67,4.64,4.64,4.63,4.67
000510.png,481,cassette,3.33,4.0,4.38,5.0,2.78,4.0,3.5,4.33,3.46,4.36,3.5,4.33
000511.png,481,cassette,0.0,4.0,5.0,4.0,1.67,5.0,2.22,4.33,2.05,4.28,2.22,4.33
000512.png,481,cassette,3.12,4.0,2.5,4.0,5.0,5.0,3.54,4.33,3.54,4.28,3.54,4.33
000513.png,481,cassette,0.0,3.0,1.25,2.0,0.0,1.0,0.42,2.0,0.27,2.05,0.42,2.0
000514.png,481,cassette,4.44,5.0,4.29,4.0,3.89,5.0,4.21,4.67,4.22,4.67,4.21,4.67
000515.png,481,cassette,3.33,4.0,0.83,3.0,3.89,4.0,2.68,3.67,2.69,3.64,2.68,3.67
000516.png,481,cassette,1.43,3.0,2.5,4.0,5.0,5.0,2.98,4.0,2.91,3.9,2.98,4.0
000517.png,481,cassette,2.86,4.0,1.25,3.0,5.0,4.0,3.04,3.67,3.04,3.64,3.04,3.67
000518.png,481,cassette,0.0,4.0,2.5,4.0,2.22,4.0,1.57,4.0,1.43,4.0,1.57,4.0
000519.png,481,cassette,0.0,4.0,5.0,5.0,2.22,5.0,2.41,4.67,2.24,4.64,2.41,4.67
000520.png,488,chain,2.5,3.0,0.0,2.0,2.22,4.0,1.57,3.0,1.55,2.9,1.57,3.0
000521.png,488,chain,4.44,5.0,5.0,5.0,3.89,5.0,4.44,5.0,4.45,5.03,4.44,5.0
000522.png,488,chain,1.67,5.0,0.56,5.0,1.67,5.0,1.3,5.0,1.23,5.03,1.3,5.0
000523.png,488,chain,3.33,3.0,0.0,2.0,0.0,2.0,1.11,2.33,1.1,2.33,1.11,2.33
000524.png,488,chain,2.22,4.0,2.78,5.0,3.89,5.0,2.96,4.67,2.91,4.64,2.96,4.67
000525.png,488,chain,1.67,5.0,0.56,5.0,0.56,5.0,0.93,5.0,0.85,5.03,0.93,5.0
000526.png,488,chain,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.33,-0.14,2.33,0.0,2.33
000527.png,488,chain,2.78,3.0,1.67,3.0,2.78,5.0,2.41,3.67,2.38,3.54,2.41,3.67
000528.png,488,chain,4.44,5.0,2.78,5.0,2.22,4.0,3.15,4.67,3.16,4.74,3.15,4.67
000529.png,488,chain,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.67,-0.14,1.56,0.0,1.67
000530.png,499,cleaver,5.0,4.0,1.11,3.0,5.0,4.0,3.7,3.67,3.78,3.64,3.7,3.67
000531.png,499,cleaver,0.0,2.0,4.44,5.0,5.0,4.0,3.15,3.67,3.01,3.58,3.15,3.67
000532.png,499,cleaver,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,-0.14,5.03,0.0,5.0
000533.png,499,cleaver,3.57,4.0,3.89,4.0,4.44,4.0,3.97,4.0,3.96,4.0,3.97,4.0
000534.png,499,cleaver,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.67,-0.14,0.46,0.0,0.67
000535.png,499,cleaver,3.12,3.0,0.0,2.0,1.67,4.0,1.6,3.0,1.59,2.9,1.6,3.0
000536.png,499,cleaver,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.04,5.03,5.0,5.0
000537.png,499,cleaver,4.38,3.0,4.44,4.0,0.0,5.0,2.94,4.0,2.92,3.9,2.94,4.0
000538.png,499,cleaver,0.0,3.0,1.11,3.0,0.0,5.0,0.37,3.67,0.22,3.54,0.37,3.67
000539.png,499,cleaver,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.04,4.74,5.0,4.67
000540.png,529,diaper,4.17,4.0,4.44,4.0,3.33,4.0,3.98,4.0,3.98,4.0,3.98,4.0
000541.png,529,diaper,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,-0.14,5.03,0.0,5.0
000542.png,529,diaper,4.17,5.0,5.0,5.0,2.78,4.0,3.98,4.67,3.97,4.74,3.98,4.67
000543.png,529,diaper,4.17,4.0,5.0,5.0,3.33,5.0,4.17,4.67,4.16,4.64,4.17,4.67
000544.png,529,diaper,4.0,4.0,1.43,3.0,1.11,4.0,2.18,3.67,2.19,3.64,2.18,3.67
000545.png,529,diaper,4.17,4.0,1.11,3.0,3.33,5.0,2.87,4.0,2.9,3.93,2.87,4.0
000546.png,529,diaper,2.5,3.0,1.11,3.0,3.33,4.0,2.31,3.33,2.29,3.26,2.31,3.33
000547.png,529,diaper,4.17,5.0,4.44,5.0,2.22,5.0,3.61,5.0,3.6,5.03,3.61,5.0
000548.png,529,diaper,4.17,5.0,2.78,3.0,3.89,5.0,3.61,4.33,3.64,4.31,3.61,4.33
000549.png,529,diaper,3.0,3.0,0.56,3.0,1.67,5.0,1.74,3.67,1.73,3.54,1.74,3.67
000550.png,535,disk brake,2.22,3.0,1.11,2.0,1.67,5.0,1.67,3.33,1.61,3.18,1.67,3.33
000551.png,535,disk brake,3.75,3.0,2.22,3.0,3.33,5.0,3.1,3.67,3.11,3.54,3.1,3.67
000552.png,535,disk brake,4.29,3.0,2.22,1.0,3.33,5.0,3.28,3.0,3.31,2.83,3.28,3.0
000553.png,535,disk brake,3.33,3.0,1.67,3.0,1.67,4.0,2.22,3.33,2.21,3.26,2.22,3.33
000554.png,535,disk brake,4.29,5.0,5.0,5.0,3.89,5.0,4.39,5.0,4.4,5.03,4.39,5.0
000555.png,535,disk brake,4.29,4.0,3.89,4.0,2.78,5.0,3.65,4.33,3.66,4.28,3.65,4.33
000556.png,535,disk brake,4.29,3.0,2.78,5.0,3.33,4.0,3.47,4.0,3.49,3.97,3.47,4.0
000557.png,535,disk brake,4.29,4.0,5.0,5.0,5.0,5.0,4.76,4.67,4.78,4.64,4.76,4.67
000558.png,535,disk brake,1.43,4.0,1.11,2.0,2.22,5.0,1.59,3.67,1.51,3.57,1.59,3.67
000559.png,535,disk brake,4.17,5.0,4.17,5.0,0.0,5.0,2.78,5.0,2.75,5.03,2.78,5.0
000560.png,554,fireboat,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000561.png,554,fireboat,5.0,4.0,5.0,4.0,0.0,5.0,3.33,4.33,3.33,4.28,3.33,4.33
000562.png,554,fireboat,3.75,5.0,5.0,5.0,0.0,5.0,2.92,5.0,2.87,5.03,2.92,5.0
000563.png,554,fireboat,3.75,4.0,2.5,4.0,0.0,4.0,2.08,4.0,2.06,4.0,2.08,4.0
000564.png,554,fireboat,5.0,4.0,3.33,4.0,1.67,5.0,3.33,4.33,3.36,4.28,3.33,4.33
000565.png,554,fireboat,5.0,4.0,5.0,4.0,1.67,4.0,3.89,4.0,3.9,4.0,3.89,4.0
000566.png,554,fireboat,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.67,-0.14,2.62,0.0,2.67
000567.png,554,fireboat,5.0,4.0,2.5,3.0,2.78,5.0,3.43,4.0,3.47,3.93,3.43,4.0
000568.png,554,fireboat,5.0,3.0,2.5,3.0,3.33,4.0,3.61,3.33,3.66,3.26,3.61,3.33
000569.png,554,fireboat,3.33,4.0,5.0,5.0,4.44,5.0,4.26,4.67,4.23,4.64,4.26,4.67
000570.png,567,frying pan,5.0,4.0,5.0,5.0,2.78,5.0,4.26,4.67,4.28,4.64,4.26,4.67
000571.png,567,frying pan,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000572.png,567,frying pan,4.29,3.0,1.67,4.0,1.67,5.0,2.54,4.0,2.56,3.9,2.54,4.0
000573.png,567,frying pan,5.0,4.0,3.33,4.0,4.44,5.0,4.26,4.33,4.31,4.28,4.26,4.33
000574.png,567,frying pan,5.0,4.0,5.0,5.0,2.22,5.0,4.07,4.67,4.09,4.64,4.07,4.67
000575.png,567,frying pan,5.0,4.0,2.14,4.0,4.17,5.0,3.77,4.33,3.83,4.28,3.77,4.33
000576.png,567,frying pan,5.0,3.0,5.0,5.0,4.44,5.0,4.81,4.33,4.85,4.25,4.81,4.33
000577.png,567,frying pan,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.67,5.04,4.64,5.0,4.67
000578.png,567,frying pan,5.0,3.0,2.86,4.0,5.0,4.0,4.29,3.67,4.35,3.61,4.29,3.67
000579.png,567,frying pan,4.44,4.0,4.38,3.0,4.29,5.0,4.37,4.0,4.39,3.93,4.37,4.0
000580.png,575,golfcart,5.0,4.0,5.0,5.0,3.33,5.0,4.44,4.67,4.47,4.64,4.44,4.67
000581.png,575,golfcart,5.0,2.0,5.0,3.0,2.78,3.0,4.26,2.67,4.28,2.59,4.26,2.67
000582.png,575,golfcart,5.0,4.0,5.0,4.0,3.89,5.0,4.63,4.33,4.66,4.28,4.63,4.33
000583.png,575,golfcart,3.75,2.0,4.17,3.0,3.33,2.0,3.75,2.33,3.74,2.3,3.75,2.33
000584.png,575,golfcart,5.0,4.0,3.89,4.0,4.44,5.0,4.44,4.33,4.49,4.28,4.44,4.33
000585.png,575,golfcart,5.0,4.0,5.0,5.0,3.89,5.0,4.63,4.67,4.66,4.64,4.63,4.67
000586.png,575,golfcart,5.0,3.0,3.75,4.0,4.44,4.0,4.4,3.67,4.44,3.61,4.4,3.67
000587.png,575,golfcart,5.0,4.0,5.0,5.0,4.44,5.0,4.81,4.67,4.85,4.64,4.81,4.67
000588.png,575,golfcart,5.0,3.0,1.88,2.0,2.78,2.0,3.22,2.33,3.27,2.33,3.22,2.33
000589.png,575,golfcart,4.38,4.0,5.0,5.0,3.89,5.0,4.42,4.67,4.43,4.64,4.42,4.67
000590.png,585,hair spray,5.0,4.0,3.75,5.0,3.33,5.0,4.03,4.67,4.06,4.64,4.03,4.67
000591.png,585,hair spray,2.14,4.0,5.0,5.0,1.67,4.0,2.94,4.33,2.84,4.36,2.94,4.33
000592.png,585,hair spray,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.67,-0.14,1.59,0.0,1.67
000593.png,585,hair spray,0.83,5.0,5.0,5.0,0.56,5.0,2.13,5.0,1.98,5.03,2.13,5.0
000594.png,585,hair spray,3.57,4.0,5.0,5.0,2.78,4.0,3.78,4.33,3.75,4.36,3.78,4.33
000595.png,585,hair spray,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.14,0.99,0.0,1.0
000596.png,585,hair spray,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.33,-0.14,1.41,0.0,1.33
000597.png,585,hair spray,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.33,-0.14,2.3,0.0,2.33
000598.png,585,hair spray,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,-0.14,0.25,0.0,0.33
000599.png,585,hair spray,0.0,4.0,5.0,5.0,3.89,5.0,2.96,4.67,2.81,4.64,2.96,4.67
000600.png,590,hand-held computer,5.0,4.0,4.38,5.0,3.33,5.0,4.24,4.67,4.27,4.64,4.24,4.67
000601.png,590,hand-held computer,3.57,3.0,4.29,5.0,3.89,5.0,3.92,4.33,3.9,4.25,3.92,4.33
000602.png,590,hand-held computer,5.0,4.0,2.14,4.0,2.78,4.0,3.31,4.0,3.36,4.0,3.31,4.0
000603.png,590,hand-held computer,5.0,4.0,2.86,4.0,3.33,5.0,3.73,4.33,3.78,4.28,3.73,4.33
000604.png,590,hand-held computer,5.0,2.0,0.0,3.0,0.0,3.0,1.67,2.67,1.71,2.59,1.67,2.67
000605.png,590,hand-held computer,3.57,4.0,4.29,5.0,3.33,4.0,3.73,4.33,3.71,4.36,3.73,4.33
000606.png,590,hand-held computer,4.29,4.0,4.29,4.0,3.33,5.0,3.97,4.33,3.98,4.28,3.97,4.33
000607.png,590,hand-held computer,0.0,1.0,1.88,2.0,0.0,0.0,0.63,1.0,0.47,0.99,0.63,1.0
000608.png,590,hand-held computer,4.29,3.0,3.12,3.0,3.89,4.0,3.77,3.33,3.79,3.26,3.77,3.33
000609.png,590,hand-held computer,4.29,3.0,1.43,2.0,4.17,5.0,3.3,3.33,3.34,3.18,3.3,3.33
000610.png,605,iPod,5.0,3.0,0.56,3.0,3.89,4.0,3.15,3.33,3.23,3.26,3.15,3.33
000611.png,605,iPod,5.0,4.0,5.0,5.0,2.22,5.0,4.07,4.67,4.09,4.64,4.07,4.67
000612.png,605,iPod,5.0,5.0,5.0,5.0,4.44,5.0,4.81,5.0,4.85,5.03,4.81,5.0
000613.png,605,iPod,0.0,4.0,2.78,3.0,5.0,4.0,2.59,3.67,2.47,3.64,2.59,3.67
000614.png,605,iPod,4.38,5.0,3.89,5.0,4.44,4.0,4.24,4.67,4.26,4.74,4.24,4.67
000615.png,605,iPod,5.0,4.0,2.78,3.0,3.89,5.0,3.89,4.0,3.94,3.93,3.89,4.0
000616.png,605,iPod,0.0,3.0,0.0,2.0,3.33,3.0,1.11,2.67,1.0,2.62,1.11,2.67
000617.png,605,iPod,2.86,2.0,1.11,2.0,2.78,4.0,2.25,2.67,2.23,2.51,2.25,2.67
000618.png,605,iPod,5.0,4.0,5.0,5.0,4.44,5.0,4.81,4.67,4.85,4.64,4.81,4.67
000619.png,605,iPod,3.33,3.0,1.11,3.0,3.33,5.0,2.59,3.67,2.59,3.54,2.59,3.67
000620.png,606,iron,4.29,3.0,2.14,3.0,1.5,3.0,2.64,3.0,2.66,2.97,2.64,3.0
000621.png,606,iron,5.0,4.0,5.0,5.0,4.0,5.0,4.67,4.67,4.7,4.64,4.67,4.67
000622.png,606,iron,5.0,4.0,5.0,5.0,4.5,5.0,4.83,4.67,4.87,4.64,4.83,4.67
000623.png,606,iron,4.38,4.0,4.29,3.0,3.5,5.0,4.06,4.0,4.07,3.93,4.06,4.0
000624.png,606,iron,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.67,-0.14,1.59,0.0,1.67
000625.png,606,iron,4.38,3.0,4.5,5.0,4.0,5.0,4.29,4.33,4.31,4.25,4.29,4.33
000626.png,606,iron,3.5,4.0,1.5,2.0,0.5,4.0,1.83,3.33,1.81,3.29,1.83,3.33
000627.png,606,iron,5.0,2.0,2.22,3.0,3.0,5.0,3.41,3.33,3.46,3.15,3.41,3.33
000628.png,606,iron,4.38,2.0,0.62,2.0,3.0,3.0,2.67,2.33,2.71,2.23,2.67,2.33
000629.png,606,iron,5.0,4.0,5.0,4.0,4.0,5.0,4.67,4.33,4.7,4.28,4.67,4.33
000630.png,626,lighter,3.0,2.0,5.0,4.0,2.22,5.0,3.41,3.67,3.35,3.51,3.41,3.67
000631.png,626,lighter,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.33,-0.14,3.26,0.0,3.33
000632.png,626,lighter,5.0,4.0,3.89,3.0,4.44,3.0,4.44,3.33,4.49,3.36,4.44,3.33
000633.png,626,lighter,5.0,5.0,5.0,5.0,1.67,5.0,3.89,5.0,3.9,5.03,3.89,5.0
000634.png,626,lighter,0.0,2.0,1.43,2.0,0.0,2.0,0.48,2.0,0.32,1.95,0.48,2.0
000635.png,626,lighter,5.0,5.0,5.0,4.0,2.22,5.0,4.07,4.67,4.09,4.67,4.07,4.67
000636.png,626,lighter,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.33,-0.14,2.23,0.0,2.33
000637.png,626,lighter,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000638.png,626,lighter,5.0,3.0,1.43,4.0,2.22,5.0,2.88,4.0,2.94,3.9,2.88,4.0
000639.png,626,lighter,5.0,4.0,5.0,5.0,3.89,5.0,4.63,4.67,4.66,4.64,4.63,4.67
000640.png,632,loudspeaker,3.57,2.0,1.88,3.0,2.78,5.0,2.74,3.33,2.74,3.15,2.74,3.33
000641.png,632,loudspeaker,5.0,3.0,0.0,5.0,3.33,4.0,2.78,4.0,2.85,3.97,2.78,4.0
000642.png,632,loudspeaker,5.0,4.0,0.62,3.0,2.78,4.0,2.8,3.67,2.86,3.64,2.8,3.67
000643.png,632,loudspeaker,3.75,5.0,4.38,4.0,3.33,5.0,3.82,4.67,3.81,4.67,3.82,4.67
000644.png,632,loudspeaker,5.0,4.0,2.5,2.0,2.78,4.0,3.43,3.33,3.47,3.29,3.43,3.33
000645.png,632,loudspeaker,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.14,1.02,0.0,1.0
000646.png,632,loudspeaker,4.29,3.0,3.75,4.0,2.78,5.0,3.61,4.0,3.61,3.9,3.61,4.0
000647.png,632,loudspeaker,5.0,5.0,5.0,5.0,2.22,4.0,4.07,4.67,4.09,4.74,4.07,4.67
000648.png,632,loudspeaker,4.38,4.0,4.44,4.0,2.78,4.0,3.87,4.0,3.87,4.0,3.87,4.0
000649.png,632,loudspeaker,5.0,2.0,0.56,3.0,2.78,4.0,2.78,3.0,2.85,2.87,2.78,3.0
000650.png,633,loupe,3.33,4.0,5.0,4.0,4.0,5.0,4.11,4.33,4.08,4.28,4.11,4.33
000651.png,633,loupe,3.57,4.0,5.0,5.0,2.78,5.0,3.78,4.67,3.75,4.64,3.78,4.67
000652.png,633,loupe,4.44,5.0,5.0,5.0,4.44,5.0,4.63,5.0,4.64,5.03,4.63,5.0
000653.png,633,loupe,3.33,1.0,0.0,0.0,0.0,0.0,1.11,0.33,1.1,0.28,1.11,0.33
000654.png,633,loupe,4.29,3.0,3.57,4.0,3.33,4.0,3.73,3.67,3.74,3.61,3.73,3.67
000655.png,633,loupe,3.33,4.0,1.88,2.0,4.44,5.0,3.22,3.67,3.22,3.57,3.22,3.67
000656.png,633,loupe,3.75,5.0,5.0,5.0,3.33,5.0,4.03,5.0,4.01,5.03,4.03,5.0
000657.png,633,loupe,0.0,3.0,0.0,2.0,0.0,5.0,0.0,3.33,-0.14,3.18,0.0,3.33
000658.png,633,loupe,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,-0.14,0.64,0.0,0.67
000659.png,633,loupe,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.67,-0.14,0.64,0.0,0.67
000660.png,634,lumbermill,4.0,4.0,1.67,3.0,1.11,2.0,2.26,3.0,2.26,3.07,2.26,3.0
000661.png,634,lumbermill,2.14,4.0,1.67,4.0,1.67,5.0,1.83,4.33,1.77,4.28,1.83,4.33
000662.png,634,lumbermill,5.0,5.0,1.67,3.0,1.11,3.0,2.59,3.67,2.63,3.74,2.59,3.67
000663.png,634,lumbermill,1.25,4.0,1.67,5.0,1.11,5.0,1.34,4.67,1.24,4.64,1.34,4.67
000664.png,634,lumbermill,2.5,3.0,0.0,2.0,1.43,4.0,1.31,3.0,1.28,2.9,1.31,3.0
000665.png,634,lumbermill,3.33,4.0,1.11,5.0,2.22,5.0,2.22,4.67,2.21,4.64,2.22,4.67
000666.png,634,lumbermill,2.5,3.0,1.11,3.0,2.78,5.0,2.13,3.67,2.1,3.54,2.13,3.67
000667.png,634,lumbermill,5.0,5.0,1.67,4.0,2.78,4.0,3.15,4.33,3.2,4.39,3.15,4.33
000668.png,634,lumbermill,4.29,5.0,3.89,5.0,2.78,5.0,3.65,5.0,3.66,5.03,3.65,5.0
000669.png,634,lumbermill,0.0,2.0,0.0,1.0,1.67,3.0,0.56,2.0,0.43,1.87,0.56,2.0
000670.png,645,maypole,5.0,2.0,4.44,4.0,3.89,2.0,4.44,2.67,4.48,2.66,4.44,2.67
000671.png,645,maypole,0.0,1.0,1.67,3.0,3.33,2.0,1.67,2.0,1.54,1.92,1.67,2.0
000672.png,645,maypole,5.0,4.0,5.0,5.0,3.89,5.0,4.63,4.67,4.66,4.64,4.63,4.67
000673.png,645,maypole,0.0,3.0,0.0,4.0,2.22,2.0,0.74,3.0,0.62,3.05,0.74,3.0
000674.png,645,maypole,3.12,1.0,4.38,4.0,3.75,2.0,3.75,2.33,3.72,2.27,3.75,2.33
000675.png,645,maypole,4.17,4.0,5.0,5.0,3.33,5.0,4.17,4.67,4.16,4.64,4.17,4.67
000676.png,645,maypole,5.0,4.0,5.0,5.0,2.5,4.0,4.17,4.33,4.19,4.36,4.17,4.33
000677.png,645,maypole,5.0,2.0,3.89,4.0,3.33,2.0,4.07,2.67,4.11,2.66,4.07,2.67
000678.png,645,maypole,3.89,4.0,3.89,5.0,2.86,5.0,3.55,4.67,3.54,4.64,3.55,4.67
000679.png,645,maypole,5.0,3.0,4.44,5.0,3.33,4.0,4.26,4.0,4.29,3.97,4.26,4.0
000680.png,654,minibus,3.57,4.0,4.38,4.0,2.78,5.0,3.58,4.33,3.55,4.28,3.58,4.33
000681.png,654,minibus,5.0,5.0,5.0,5.0,2.78,5.0,4.26,5.0,4.28,5.03,4.26,5.0
000682.png,654,minibus,5.0,5.0,5.0,5.0,3.33,5.0,4.44,5.0,4.47,5.03,4.44,5.0
000683.png,654,minibus,5.0,4.0,5.0,5.0,3.33,5.0,4.44,4.67,4.47,4.64,4.44,4.67
000684.png,654,minibus,5.0,4.0,2.5,4.0,3.33,4.0,3.61,4.0,3.66,4.0,3.61,4.0
000685.png,654,minibus,4.29,3.0,3.75,3.0,1.11,4.0,3.05,3.33,3.04,3.26,3.05,3.33
000686.png,654,minibus,5.0,3.0,2.5,3.0,2.78,4.0,3.43,3.33,3.47,3.26,3.43,3.33
000687.png,654,minibus,5.0,4.0,3.12,3.0,1.67,4.0,3.26,3.67,3.29,3.64,3.26,3.67
000688.png,654,minibus,5.0,5.0,4.38,4.0,3.75,5.0,4.38,4.67,4.41,4.67,4.38,4.67
000689.png,654,minibus,5.0,4.0,2.78,3.0,2.22,5.0,3.33,4.0,3.37,3.93,3.33,4.0
000690.png,679,necklace,4.38,4.0,3.12,3.0,2.86,3.0,3.45,3.33,3.47,3.36,3.45,3.33
