image_id,source,alignment_score,artifact_score,class_id
380,Sys_VAR_ref_500_1,4.85,3.2,413
380,Sys_VAR_ref_500_2,5.0,5.0,413
380,Sys_VAR_ref_500_3,5.0,5.0,413
380,User_VAR_500_1,5.0,3.0,413
380,User_VAR_500_2,5.0,3.0,413
380,User_VAR_500_3,5.0,3.0,413
381,Sys_VAR_ref_500_1,4.65,3.82,413
381,Sys_VAR_ref_500_2,3.85,2.15,413
381,Sys_VAR_ref_500_3,4.25,4.1,413
381,User_VAR_500_1,4.29,3.0,413
381,User_VAR_500_2,3.57,4.0,413
381,User_VAR_500_3,4.38,4.0,413
385,Sys_VAR_ref_500_1,2.15,1.85,413
385,Sys_VAR_ref_500_2,3.45,2.85,413
385,Sys_VAR_ref_500_3,3.82,2.15,413
385,User_VAR_500_1,3.33,2.0,413
385,User_VAR_500_2,3.33,3.0,413
385,User_VAR_500_3,3.89,2.0,413
387,Sys_VAR_ref_500_1,1.85,4.12,413
387,Sys_VAR_ref_500_2,4.85,3.2,413
387,Sys_VAR_ref_500_3,1.85,0.92,413
387,User_VAR_500_1,5.0,2.0,413
387,User_VAR_500_2,0.0,2.0,413
387,User_VAR_500_3,0.0,2.0,413
388,Sys_VAR_ref_500_1,4.12,1.5,413
388,Sys_VAR_ref_500_2,3.42,1.5,413
388,Sys_VAR_ref_500_3,4.65,3.82,413
388,User_VAR_500_1,4.38,3.0,413
388,User_VAR_500_2,3.75,3.0,413
388,User_VAR_500_3,3.75,3.0,413
390,Sys_VAR_ref_500_1,3.82,1.47,415
390,Sys_VAR_ref_500_2,3.82,1.47,415
390,Sys_VAR_ref_500_3,3.82,1.47,415
390,User_VAR_500_1,4.0,1.0,415
390,User_VAR_500_2,5.0,1.0,415
390,User_VAR_500_3,5.0,1.0,415
391,Sys_VAR_ref_500_1,3.85,1.92,415
391,Sys_VAR_ref_500_2,4.12,2.85,415
391,Sys_VAR_ref_500_3,4.15,2.85,415
391,User_VAR_500_1,5.0,3.0,415
391,User_VAR_500_2,3.89,3.0,415
391,User_VAR_500_3,3.89,3.0,415
393,Sys_VAR_ref_500_1,0.15,2.85,415
393,Sys_VAR_ref_500_2,0.42,1.85,415
393,Sys_VAR_ref_500_3,1.85,2.1,415
393,User_VAR_500_1,0.62,3.0,415
393,User_VAR_500_2,1.67,3.0,415
393,User_VAR_500_3,0.62,3.0,415
394,Sys_VAR_ref_500_1,1.25,2.1,415
394,Sys_VAR_ref_500_2,1.25,2.85,415
394,Sys_VAR_ref_500_3,1.25,2.85,415
394,User_VAR_500_1,1.25,3.0,415
394,User_VAR_500_2,1.25,3.0,415
394,User_VAR_500_3,1.25,3.0,415
395,Sys_VAR_ref_500_1,1.85,3.62,415
395,Sys_VAR_ref_500_2,1.85,2.65,415
395,Sys_VAR_ref_500_3,0.0,3.85,415
395,User_VAR_500_1,0.0,4.0,415
395,User_VAR_500_2,1.67,3.0,415
395,User_VAR_500_3,1.67,3.0,415
400,Sys_VAR_ref_500_1,1.25,2.8,419
400,Sys_VAR_ref_500_2,1.85,2.1,419
400,Sys_VAR_ref_500_3,1.25,2.1,419
400,User_VAR_500_1,3.57,2.0,419
400,User_VAR_500_2,3.57,3.0,419
400,User_VAR_500_3,3.57,3.0,419
403,Sys_VAR_ref_500_1,4.85,3.65,419
403,Sys_VAR_ref_500_2,4.25,3.8,419
403,Sys_VAR_ref_500_3,4.85,3.75,419
403,User_VAR_500_1,4.38,4.0,419
403,User_VAR_500_2,4.38,4.0,419
403,User_VAR_500_3,4.38,2.0,419
406,Sys_VAR_ref_500_1,2.85,2.1,419
406,Sys_VAR_ref_500_2,2.85,1.92,419
406,Sys_VAR_ref_500_3,2.15,1.85,419
406,User_VAR_500_1,2.22,1.0,419
406,User_VAR_500_2,2.78,2.0,419
406,User_VAR_500_3,3.75,2.0,419
408,Sys_VAR_ref_500_1,4.85,4.12,419
408,Sys_VAR_ref_500_2,4.85,4.2,419
408,Sys_VAR_ref_500_3,4.85,2.15,419
408,User_VAR_500_1,4.29,4.0,419
408,User_VAR_500_2,4.29,4.0,419
408,User_VAR_500_3,5.0,4.0,419
409,Sys_VAR_ref_500_1,0.0,0.0,419
409,Sys_VAR_ref_500_2,0.0,4.85,419
409,Sys_VAR_ref_500_3,0.0,1.0,419
409,User_VAR_500_1,0.0,5.0,419
409,User_VAR_500_2,0.0,5.0,419
409,User_VAR_500_3,0.0,5.0,419
410,Sys_VAR_ref_500_1,2.85,1.2,421
410,Sys_VAR_ref_500_2,4.62,1.85,421
410,Sys_VAR_ref_500_3,3.42,1.65,421
410,User_VAR_500_1,5.0,3.0,421
410,User_VAR_500_2,2.78,2.0,421
410,User_VAR_500_3,5.0,3.0,421
411,Sys_VAR_ref_500_1,2.85,1.92,421
411,Sys_VAR_ref_500_2,1.85,2.1,421
411,Sys_VAR_ref_500_3,2.15,1.85,421
411,User_VAR_500_1,2.78,1.0,421
411,User_VAR_500_2,2.78,1.0,421
411,User_VAR_500_3,3.33,2.0,421
412,Sys_VAR_ref_500_1,3.45,2.85,421
412,Sys_VAR_ref_500_2,4.92,4.35,421
412,Sys_VAR_ref_500_3,3.45,2.85,421
412,User_VAR_500_1,5.0,4.0,421
412,User_VAR_500_2,3.33,4.0,421
412,User_VAR_500_3,3.33,3.0,421
413,Sys_VAR_ref_500_1,3.45,2.85,421
413,Sys_VAR_ref_500_2,2.78,3.42,421
413,Sys_VAR_ref_500_3,2.85,2.1,421
413,User_VAR_500_1,3.12,4.0,421
413,User_VAR_500_2,2.78,2.0,421
413,User_VAR_500_3,2.78,2.0,421
419,Sys_VAR_ref_500_1,4.65,2.85,421
419,Sys_VAR_ref_500_2,4.85,4.2,421
419,Sys_VAR_ref_500_3,4.85,3.2,421
419,User_VAR_500_1,4.44,4.0,421
419,User_VAR_500_2,4.44,4.0,421
419,User_VAR_500_3,4.44,4.0,421
421,Sys_VAR_ref_500_1,2.85,1.65,426
421,Sys_VAR_ref_500_2,2.85,1.65,426
421,Sys_VAR_ref_500_3,2.15,1.85,426
421,User_VAR_500_1,2.5,2.0,426
421,User_VAR_500_2,2.5,2.0,426
421,User_VAR_500_3,2.5,2.0,426
422,Sys_VAR_ref_500_1,3.85,1.2,426
422,Sys_VAR_ref_500_2,1.85,1.2,426
422,Sys_VAR_ref_500_3,2.85,1.65,426
422,User_VAR_500_1,3.75,1.0,426
422,User_VAR_500_2,3.12,2.0,426
422,User_VAR_500_3,3.12,2.0,426
423,Sys_VAR_ref_500_1,2.85,1.65,426
423,Sys_VAR_ref_500_2,3.85,1.92,426
423,Sys_VAR_ref_500_3,2.85,1.45,426
423,User_VAR_500_1,3.12,2.0,426
423,User_VAR_500_2,3.12,2.0,426
423,User_VAR_500_3,3.12,2.0,426
425,Sys_VAR_ref_500_1,2.85,1.9,426
425,Sys_VAR_ref_500_2,2.85,1.65,426
425,Sys_VAR_ref_500_3,2.85,1.92,426
425,User_VAR_500_1,3.12,2.0,426
425,User_VAR_500_2,3.12,2.0,426
425,User_VAR_500_3,2.5,1.0,426
428,Sys_VAR_ref_500_1,2.85,1.5,426
428,Sys_VAR_ref_500_2,2.85,1.45,426
428,Sys_VAR_ref_500_3,2.15,1.5,426
428,User_VAR_500_1,3.12,2.0,426
428,User_VAR_500_2,3.12,1.0,426
428,User_VAR_500_3,3.12,2.0,426
432,Sys_VAR_ref_500_1,2.85,2.15,429
432,Sys_VAR_ref_500_2,1.85,1.42,429
432,Sys_VAR_ref_500_3,1.85,2.4,429
432,User_VAR_500_1,1.25,3.0,429
432,User_VAR_500_2,1.88,2.0,429
432,User_VAR_500_3,1.88,3.0,429
433,Sys_VAR_ref_500_1,2.85,2.1,429
433,Sys_VAR_ref_500_2,1.85,1.92,429
433,Sys_VAR_ref_500_3,0.85,2.1,429
433,User_VAR_500_1,3.75,2.0,429
433,User_VAR_500_2,3.75,2.0,429
433,User_VAR_500_3,3.75,2.0,429
434,Sys_VAR_ref_500_1,0.12,1.35,429
434,Sys_VAR_ref_500_2,0.15,1.5,429
434,Sys_VAR_ref_500_3,0.12,1.35,429
434,User_VAR_500_1,0.0,1.0,429
434,User_VAR_500_2,0.0,2.0,429
434,User_VAR_500_3,0.0,2.0,429
435,Sys_VAR_ref_500_1,0.15,0.85,429
435,Sys_VAR_ref_500_2,0.12,0.85,429
435,Sys_VAR_ref_500_3,0.42,1.15,429
435,User_VAR_500_1,0.0,1.0,429
435,User_VAR_500_2,0.0,1.0,429
435,User_VAR_500_3,0.0,2.0,429
437,Sys_VAR_ref_500_1,4.15,3.85,429
437,Sys_VAR_ref_500_2,4.85,3.62,429
437,Sys_VAR_ref_500_3,4.85,3.72,429
437,User_VAR_500_1,4.38,3.0,429
437,User_VAR_500_2,3.75,5.0,429
437,User_VAR_500_3,4.38,5.0,429
443,Sys_VAR_ref_500_1,4.85,3.62,432
443,Sys_VAR_ref_500_2,4.65,2.85,432
443,Sys_VAR_ref_500_3,4.85,1.5,432
443,User_VAR_500_1,5.0,4.0,432
443,User_VAR_500_2,5.0,4.0,432
443,User_VAR_500_3,5.0,4.0,432
446,Sys_VAR_ref_500_1,4.85,1.5,432
446,Sys_VAR_ref_500_2,4.92,4.85,432
446,Sys_VAR_ref_500_3,4.85,3.75,432
446,User_VAR_500_1,5.0,2.0,432
446,User_VAR_500_2,5.0,3.0,432
446,User_VAR_500_3,5.0,5.0,432
447,Sys_VAR_ref_500_1,4.85,1.5,432
447,Sys_VAR_ref_500_2,3.85,1.5,432
447,Sys_VAR_ref_500_3,4.12,1.5,432
447,User_VAR_500_1,4.38,2.0,432
447,User_VAR_500_2,4.29,2.0,432
447,User_VAR_500_3,4.38,2.0,432
448,Sys_VAR_ref_500_1,3.85,1.92,432
448,Sys_VAR_ref_500_2,2.85,1.9,432
448,Sys_VAR_ref_500_3,1.25,1.83,432
448,User_VAR_500_1,3.12,2.0,432
448,User_VAR_500_2,3.12,2.0,432
448,User_VAR_500_3,3.12,1.0,432
449,Sys_VAR_ref_500_1,4.65,3.82,432
449,Sys_VAR_ref_500_2,4.85,3.72,432
449,Sys_VAR_ref_500_3,3.65,1.5,432
449,User_VAR_500_1,5.0,4.0,432
449,User_VAR_500_2,5.0,4.0,432
449,User_VAR_500_3,5.0,5.0,432
450,Sys_VAR_ref_500_1,5.0,5.0,443
450,Sys_VAR_ref_500_2,5.0,5.0,443
450,Sys_VAR_ref_500_3,4.65,3.82,443
450,User_VAR_500_1,5.0,4.0,443
450,User_VAR_500_2,5.0,3.0,443
450,User_VAR_500_3,5.0,4.0,443
451,Sys_VAR_ref_500_1,4.85,4.92,443
451,Sys_VAR_ref_500_2,4.85,4.72,443
451,Sys_VAR_ref_500_3,4.95,4.92,443
451,User_VAR_500_1,5.0,4.0,443
451,User_VAR_500_2,5.0,4.0,443
451,User_VAR_500_3,0.0,4.0,443
453,Sys_VAR_ref_500_1,1.25,3.8,443
453,Sys_VAR_ref_500_2,0.85,3.2,443
453,Sys_VAR_ref_500_3,1.25,2.85,443
453,User_VAR_500_1,1.67,3.0,443
453,User_VAR_500_2,1.67,3.0,443
453,User_VAR_500_3,1.67,3.0,443
455,Sys_VAR_ref_500_1,4.12,2.85,443
455,Sys_VAR_ref_500_2,4.25,3.65,443
455,Sys_VAR_ref_500_3,4.65,2.85,443
455,User_VAR_500_1,5.0,3.0,443
455,User_VAR_500_2,5.0,2.0,443
455,User_VAR_500_3,4.38,3.0,443
456,Sys_VAR_ref_500_1,4.25,3.8,443
456,Sys_VAR_ref_500_2,5.0,5.0,443
456,Sys_VAR_ref_500_3,4.85,3.75,443
456,User_VAR_500_1,4.38,4.0,443
456,User_VAR_500_2,4.38,4.0,443
456,User_VAR_500_3,4.38,4.0,443
463,Sys_VAR_ref_500_1,3.85,2.15,446
463,Sys_VAR_ref_500_2,3.85,2.4,446
463,Sys_VAR_ref_500_3,3.85,2.15,446
463,User_VAR_500_1,5.0,3.0,446
463,User_VAR_500_2,5.0,3.0,446
463,User_VAR_500_3,5.0,2.0,446
465,Sys_VAR_ref_500_1,4.12,3.65,446
465,Sys_VAR_ref_500_2,4.35,3.62,446
465,Sys_VAR_ref_500_3,4.25,1.85,446
465,User_VAR_500_1,3.89,3.0,446
465,User_VAR_500_2,4.38,3.0,446
465,User_VAR_500_3,3.89,3.0,446
466,Sys_VAR_ref_500_1,4.65,2.85,446
466,Sys_VAR_ref_500_2,4.65,2.85,446
466,Sys_VAR_ref_500_3,4.65,2.85,446
466,User_VAR_500_1,4.38,3.0,446
466,User_VAR_500_2,4.38,4.0,446
466,User_VAR_500_3,5.0,4.0,446
467,Sys_VAR_ref_500_1,1.15,3.85,446
467,Sys_VAR_ref_500_2,0.12,3.45,446
467,Sys_VAR_ref_500_3,0.15,2.85,446
467,User_VAR_500_1,0.56,3.0,446
467,User_VAR_500_2,0.56,2.0,446
467,User_VAR_500_3,1.11,5.0,446
469,Sys_VAR_ref_500_1,4.65,3.82,446
469,Sys_VAR_ref_500_2,4.25,2.85,446
469,Sys_VAR_ref_500_3,4.65,2.85,446
469,User_VAR_500_1,4.38,3.0,446
469,User_VAR_500_2,3.89,3.0,446
469,User_VAR_500_3,3.89,3.0,446
470,Sys_VAR_ref_500_1,3.82,1.47,453
470,Sys_VAR_ref_500_2,3.85,1.2,453
470,Sys_VAR_ref_500_3,4.25,3.85,453
470,User_VAR_500_1,5.0,2.0,453
470,User_VAR_500_2,4.38,2.0,453
470,User_VAR_500_3,3.75,2.0,453
471,Sys_VAR_ref_500_1,4.65,3.85,453
471,Sys_VAR_ref_500_2,4.65,2.85,453
471,Sys_VAR_ref_500_3,4.65,2.85,453
471,User_VAR_500_1,4.38,2.0,453
471,User_VAR_500_2,4.38,3.0,453
471,User_VAR_500_3,5.0,3.0,453
473,Sys_VAR_ref_500_1,4.85,2.3,453
473,Sys_VAR_ref_500_2,4.85,3.6,453
473,Sys_VAR_ref_500_3,4.85,2.75,453
473,User_VAR_500_1,5.0,3.0,453
473,User_VAR_500_2,4.17,3.0,453
473,User_VAR_500_3,5.0,3.0,453
475,Sys_VAR_ref_500_1,4.85,3.65,453
475,Sys_VAR_ref_500_2,4.12,2.85,453
475,Sys_VAR_ref_500_3,4.85,2.15,453
475,User_VAR_500_1,3.75,2.0,453
475,User_VAR_500_2,3.75,3.0,453
475,User_VAR_500_3,3.75,2.0,453
479,Sys_VAR_ref_500_1,4.85,2.75,453
479,Sys_VAR_ref_500_2,4.12,2.85,453
479,Sys_VAR_ref_500_3,3.85,2.4,453
479,User_VAR_500_1,2.86,3.0,453
479,User_VAR_500_2,3.33,3.0,453
479,User_VAR_500_3,3.33,3.0,453
481,Sys_VAR_ref_500_1,1.85,3.62,461
481,Sys_VAR_ref_500_2,1.85,3.62,461
481,Sys_VAR_ref_500_3,1.85,3.62,461
481,User_VAR_500_1,2.22,5.0,461
481,User_VAR_500_2,2.22,5.0,461
481,User_VAR_500_3,2.22,5.0,461
483,Sys_VAR_ref_500_1,3.85,3.72,461
483,Sys_VAR_ref_500_2,3.85,4.2,461
483,Sys_VAR_ref_500_3,3.45,4.62,461
483,User_VAR_500_1,3.33,4.0,461
483,User_VAR_500_2,3.33,4.0,461
483,User_VAR_500_3,3.33,4.0,461
485,Sys_VAR_ref_500_1,4.65,1.5,461
485,Sys_VAR_ref_500_2,3.15,1.5,461
485,Sys_VAR_ref_500_3,4.65,3.85,461
485,User_VAR_500_1,4.44,4.0,461
485,User_VAR_500_2,3.33,4.0,461
485,User_VAR_500_3,3.33,4.0,461
486,Sys_VAR_ref_500_1,5.0,5.0,461
486,Sys_VAR_ref_500_2,4.85,4.6,461
486,Sys_VAR_ref_500_3,4.65,3.85,461
486,User_VAR_500_1,4.38,4.0,461
486,User_VAR_500_2,5.0,5.0,461
486,User_VAR_500_3,5.0,4.0,461
488,Sys_VAR_ref_500_1,4.65,3.85,461
488,Sys_VAR_ref_500_2,4.65,3.82,461
488,Sys_VAR_ref_500_3,3.85,2.65,461
488,User_VAR_500_1,4.44,5.0,461
488,User_VAR_500_2,4.44,4.0,461
488,User_VAR_500_3,3.33,4.0,461
491,Sys_VAR_ref_500_1,2.85,1.92,477
491,Sys_VAR_ref_500_2,2.85,1.65,477
491,Sys_VAR_ref_500_3,2.85,1.42,477
491,User_VAR_500_1,2.78,2.0,477
491,User_VAR_500_2,2.78,2.0,477
491,User_VAR_500_3,2.78,2.0,477
492,Sys_VAR_ref_500_1,4.15,2.85,477
492,Sys_VAR_ref_500_2,3.45,2.15,477
492,Sys_VAR_ref_500_3,3.45,2.15,477
492,User_VAR_500_1,3.33,2.0,477
492,User_VAR_500_2,0.0,1.0,477
492,User_VAR_500_3,3.33,4.0,477
493,Sys_VAR_ref_500_1,2.15,2.85,477
493,Sys_VAR_ref_500_2,3.45,2.85,477
493,Sys_VAR_ref_500_3,3.85,2.4,477
493,User_VAR_500_1,2.22,2.0,477
493,User_VAR_500_2,2.22,3.0,477
493,User_VAR_500_3,2.22,2.0,477
497,Sys_VAR_ref_500_1,1.85,1.2,477
497,Sys_VAR_ref_500_2,2.15,1.2,477
497,Sys_VAR_ref_500_3,1.85,1.2,477
497,User_VAR_500_1,0.0,1.0,477
497,User_VAR_500_2,2.5,2.0,477
497,User_VAR_500_3,2.5,1.0,477
498,Sys_VAR_ref_500_1,1.85,2.4,477
498,Sys_VAR_ref_500_2,1.85,2.4,477
498,Sys_VAR_ref_500_3,1.85,2.4,477
498,User_VAR_500_1,2.78,2.0,477
498,User_VAR_500_2,2.78,2.0,477
498,User_VAR_500_3,2.22,2.0,477
500,Sys_VAR_ref_500_1,4.65,3.85,479
500,Sys_VAR_ref_500_2,4.85,4.62,479
500,Sys_VAR_ref_500_3,4.65,3.85,479
500,User_VAR_500_1,4.44,4.0,479
500,User_VAR_500_2,4.44,4.0,479
500,User_VAR_500_3,4.44,5.0,479
503,Sys_VAR_ref_500_1,4.85,3.72,479
503,Sys_VAR_ref_500_2,4.85,3.72,479
503,Sys_VAR_ref_500_3,4.15,2.85,479
503,User_VAR_500_1,2.78,4.0,479
503,User_VAR_500_2,2.78,3.0,479
503,User_VAR_500_3,2.78,4.0,479
504,Sys_VAR_ref_500_1,4.12,2.85,479
504,Sys_VAR_ref_500_2,4.65,2.85,479
504,Sys_VAR_ref_500_3,1.15,2.85,479
504,User_VAR_500_1,1.25,2.0,479
504,User_VAR_500_2,5.0,2.0,479
504,User_VAR_500_3,5.0,1.0,479
506,Sys_VAR_ref_500_1,4.85,3.6,479
506,Sys_VAR_ref_500_2,4.85,3.62,479
506,Sys_VAR_ref_500_3,5.0,5.0,479
506,User_VAR_500_1,5.0,4.0,479
506,User_VAR_500_2,5.0,4.0,479
506,User_VAR_500_3,5.0,4.0,479
507,Sys_VAR_ref_500_1,4.72,3.85,479
507,Sys_VAR_ref_500_2,4.15,3.85,479
507,Sys_VAR_ref_500_3,4.65,3.75,479
507,User_VAR_500_1,3.89,4.0,479
507,User_VAR_500_2,3.33,3.0,479
507,User_VAR_500_3,3.89,4.0,479
510,Sys_VAR_ref_500_1,4.65,2.85,481
510,Sys_VAR_ref_500_2,1.85,1.92,481
510,Sys_VAR_ref_500_3,4.65,2.85,481
510,User_VAR_500_1,2.22,3.0,481
510,User_VAR_500_2,3.75,2.0,481
510,User_VAR_500_3,3.75,2.0,481
511,Sys_VAR_ref_500_1,0.85,1.2,481
511,Sys_VAR_ref_500_2,4.65,3.82,481
511,Sys_VAR_ref_500_3,1.85,1.2,481
511,User_VAR_500_1,1.67,1.0,481
511,User_VAR_500_2,0.56,2.0,481
511,User_VAR_500_3,1.67,2.0,481
515,Sys_VAR_ref_500_1,4.65,2.85,481
515,Sys_VAR_ref_500_2,4.65,2.85,481
515,Sys_VAR_ref_500_3,4.65,3.82,481
515,User_VAR_500_1,4.38,3.0,481
515,User_VAR_500_2,5.0,3.0,481
515,User_VAR_500_3,5.0,3.0,481
517,Sys_VAR_ref_500_1,3.85,1.92,481
517,Sys_VAR_ref_500_2,3.45,1.82,481
517,Sys_VAR_ref_500_3,3.85,2.15,481
517,User_VAR_500_1,4.0,1.0,481
517,User_VAR_500_2,4.0,2.0,481
517,User_VAR_500_3,4.17,2.0,481
518,Sys_VAR_ref_500_1,0.12,0.85,481
518,Sys_VAR_ref_500_2,0.82,1.15,481
518,Sys_VAR_ref_500_3,0.85,1.2,481
518,User_VAR_500_1,0.56,1.0,481
518,User_VAR_500_2,0.56,1.0,481
518,User_VAR_500_3,0.0,1.0,481
520,Sys_VAR_ref_500_1,3.85,2.15,488
520,Sys_VAR_ref_500_2,3.65,2.85,488
520,Sys_VAR_ref_500_3,2.85,2.1,488
520,User_VAR_500_1,4.29,2.0,488
520,User_VAR_500_2,5.0,2.0,488
520,User_VAR_500_3,5.0,2.0,488
521,Sys_VAR_ref_500_1,4.85,3.75,488
521,Sys_VAR_ref_500_2,4.98,4.97,488
521,Sys_VAR_ref_500_3,4.85,3.6,488
521,User_VAR_500_1,4.38,4.0,488
521,User_VAR_500_2,4.38,4.0,488
521,User_VAR_500_3,4.38,4.0,488
526,Sys_VAR_ref_500_1,1.85,1.2,488
526,Sys_VAR_ref_500_2,3.85,3.6,488
526,Sys_VAR_ref_500_3,1.85,2.1,488
526,User_VAR_500_1,5.0,1.0,488
526,User_VAR_500_2,2.86,2.0,488
526,User_VAR_500_3,0.0,2.0,488
527,Sys_VAR_ref_500_1,2.85,3.62,488
527,Sys_VAR_ref_500_2,3.85,2.15,488
527,Sys_VAR_ref_500_3,3.85,2.9,488
527,User_VAR_500_1,4.38,3.0,488
527,User_VAR_500_2,0.0,4.0,488
527,User_VAR_500_3,5.0,3.0,488
528,Sys_VAR_ref_500_1,3.85,3.42,488
528,Sys_VAR_ref_500_2,2.15,3.42,488
528,Sys_VAR_ref_500_3,2.85,3.6,488
528,User_VAR_500_1,5.0,3.0,488
528,User_VAR_500_2,5.0,4.0,488
528,User_VAR_500_3,5.0,4.0,488
531,Sys_VAR_ref_500_1,3.85,3.6,499
531,Sys_VAR_ref_500_2,4.15,3.2,499
531,Sys_VAR_ref_500_3,4.12,1.85,499
531,User_VAR_500_1,3.89,3.0,499
531,User_VAR_500_2,3.89,3.0,499
531,User_VAR_500_3,3.89,4.0,499
532,Sys_VAR_ref_500_1,2.85,2.1,499
532,Sys_VAR_ref_500_2,1.85,3.2,499
532,Sys_VAR_ref_500_3,1.85,2.1,499
532,User_VAR_500_1,4.29,2.0,499
532,User_VAR_500_2,4.17,2.0,499
532,User_VAR_500_3,4.17,2.0,499
533,Sys_VAR_ref_500_1,0.0,0.0,499
533,Sys_VAR_ref_500_2,0.0,1.2,499
533,Sys_VAR_ref_500_3,0.0,1.0,499
533,User_VAR_500_1,0.0,2.0,499
533,User_VAR_500_2,0.0,2.0,499
533,User_VAR_500_3,0.0,1.0,499
536,Sys_VAR_ref_500_1,0.15,1.2,499
536,Sys_VAR_ref_500_2,0.85,1.92,499
536,Sys_VAR_ref_500_3,0.12,1.85,499
536,User_VAR_500_1,1.67,1.0,499
536,User_VAR_500_2,1.67,2.0,499
536,User_VAR_500_3,1.67,1.0,499
537,Sys_VAR_ref_500_1,3.85,2.15,499
537,Sys_VAR_ref_500_2,2.15,2.8,499
537,Sys_VAR_ref_500_3,4.12,2.35,499
537,User_VAR_500_1,5.0,3.0,499
537,User_VAR_500_2,3.12,2.0,499
537,User_VAR_500_3,3.12,4.0,499
540,Sys_VAR_ref_500_1,4.12,2.85,529
540,Sys_VAR_ref_500_2,4.12,3.65,529
540,Sys_VAR_ref_500_3,4.25,3.8,529
540,User_VAR_500_1,4.17,4.0,529
540,User_VAR_500_2,4.29,4.0,529
540,User_VAR_500_3,4.38,4.0,529
542,Sys_VAR_ref_500_1,4.65,2.85,529
542,Sys_VAR_ref_500_2,4.85,3.72,529
542,Sys_VAR_ref_500_3,4.85,3.2,529
542,User_VAR_500_1,4.38,4.0,529
542,User_VAR_500_2,4.38,3.0,529
542,User_VAR_500_3,4.38,3.0,529
543,Sys_VAR_ref_500_1,3.85,3.2,529
543,Sys_VAR_ref_500_2,4.62,3.85,529
543,Sys_VAR_ref_500_3,4.12,2.85,529
543,User_VAR_500_1,4.29,4.0,529
543,User_VAR_500_2,4.0,4.0,529
543,User_VAR_500_3,4.29,4.0,529
546,Sys_VAR_ref_500_1,4.85,1.5,529
546,Sys_VAR_ref_500_2,4.12,1.5,529
546,Sys_VAR_ref_500_3,4.15,1.5,529
546,User_VAR_500_1,4.29,2.0,529
546,User_VAR_500_2,4.29,3.0,529
546,User_VAR_500_3,4.29,2.0,529
548,Sys_VAR_ref_500_1,4.85,3.75,529
548,Sys_VAR_ref_500_2,4.25,3.85,529
548,Sys_VAR_ref_500_3,4.12,2.85,529
548,User_VAR_500_1,3.75,4.0,529
548,User_VAR_500_2,3.75,3.0,529
548,User_VAR_500_3,3.75,4.0,529
552,Sys_VAR_ref_500_1,4.65,3.82,535
552,Sys_VAR_ref_500_2,4.85,3.65,535
552,Sys_VAR_ref_500_3,4.85,3.75,535
552,User_VAR_500_1,5.0,4.0,535
552,User_VAR_500_2,4.38,2.0,535
552,User_VAR_500_3,4.38,4.0,535
553,Sys_VAR_ref_500_1,4.65,3.85,535
553,Sys_VAR_ref_500_2,4.65,3.85,535
553,Sys_VAR_ref_500_3,4.65,3.85,535
553,User_VAR_500_1,4.44,4.0,535
553,User_VAR_500_2,4.44,4.0,535
553,User_VAR_500_3,4.44,4.0,535
554,Sys_VAR_ref_500_1,3.85,2.75,535
554,Sys_VAR_ref_500_2,3.85,2.15,535
554,Sys_VAR_ref_500_3,3.85,2.4,535
554,User_VAR_500_1,2.78,1.0,535
554,User_VAR_500_2,2.78,2.0,535
554,User_VAR_500_3,2.78,1.0,535
556,Sys_VAR_ref_500_1,3.82,2.75,535
556,Sys_VAR_ref_500_2,4.15,3.82,535
556,Sys_VAR_ref_500_3,4.12,3.85,535
556,User_VAR_500_1,4.29,4.0,535
556,User_VAR_500_2,4.17,4.0,535
556,User_VAR_500_3,4.29,4.0,535
557,Sys_VAR_ref_500_1,2.85,1.92,535
557,Sys_VAR_ref_500_2,3.45,2.15,535
557,Sys_VAR_ref_500_3,3.65,2.8,535
557,User_VAR_500_1,3.33,1.0,535
557,User_VAR_500_2,3.33,2.0,535
557,User_VAR_500_3,3.75,1.0,535
561,Sys_VAR_ref_500_1,4.85,2.15,554
561,Sys_VAR_ref_500_2,4.85,1.92,554
561,Sys_VAR_ref_500_3,4.15,1.85,554
561,User_VAR_500_1,0.0,2.0,554
561,User_VAR_500_2,0.0,2.0,554
561,User_VAR_500_3,0.0,2.0,554
562,Sys_VAR_ref_500_1,4.92,1.85,554
562,Sys_VAR_ref_500_2,4.92,1.85,554
562,Sys_VAR_ref_500_3,4.85,1.75,554
562,User_VAR_500_1,0.0,2.0,554
562,User_VAR_500_2,0.0,2.0,554
562,User_VAR_500_3,0.0,2.0,554
567,Sys_VAR_ref_500_1,4.85,3.62,554
567,Sys_VAR_ref_500_2,5.0,3.65,554
567,Sys_VAR_ref_500_3,4.85,3.62,554
567,User_VAR_500_1,0.0,4.0,554
567,User_VAR_500_2,0.0,3.0,554
567,User_VAR_500_3,0.0,4.0,554
568,Sys_VAR_ref_500_1,2.85,1.65,554
568,Sys_VAR_ref_500_2,1.85,1.2,554
568,Sys_VAR_ref_500_3,4.15,2.85,554
568,User_VAR_500_1,0.0,3.0,554
568,User_VAR_500_2,0.0,4.0,554
568,User_VAR_500_3,0.0,3.0,554
569,Sys_VAR_ref_500_1,4.85,2.65,554
569,Sys_VAR_ref_500_2,4.85,2.15,554
569,Sys_VAR_ref_500_3,4.85,2.15,554
569,User_VAR_500_1,2.5,2.0,554
569,User_VAR_500_2,2.5,1.0,554
569,User_VAR_500_3,2.5,2.0,554
